Throughput:,2600.000000
Iteration speed:,999
Interval between vehicle spawns:,30
Lanes in total:,4
Plsubus lanes:,1
Time stopped spawning cars, 3600
Duration of simulation, 3676
Total number of cars:,2619
ID, TYPE, LANE, SECS ON BRIDGE, AVG SPEED, TIME WAITED FOR GREEN
2498,Car,4,85,28.253,21
2499,Car,4,85,28.188,20
2500,Car,4,85,28.232,19
2501,Car,4,85,28.193,18
2502,Car,4,85,28.048,16
2503,Car,3,84,28.675,20
2504,Car,4,85,28.078,16
2505,Car,2,83,29.060,21
2506,Car,3,84,28.682,19
2507,Car,2,83,28.981,19
2508,Car,4,86,28.037,15
2509,Car,3,84,28.601,19
2510,Car,3,81,29.746,24
2511,Car,4,81,29.716,23
2512,Car,3,81,29.710,24
2513,Car,3,81,29.611,22
2514,Car,2,82,29.386,22
2515,Car,3,82,29.413,22
2516,Car,4,81,29.773,22
2517,Car,2,82,29.389,21
2518,Car,4,80,29.839,22
2519,Car,2,82,29.308,21
2520,Car,4,81,29.550,21
2521,Car,3,81,29.539,21
2522,Car,2,83,29.050,20
2523,Car,3,82,29.312,19
2524,Car,2,83,28.990,20
2525,Car,3,82,29.346,19
2526,Car,2,83,29.054,19
2527,Car,4,82,29.378,19
2528,Car,3,83,29.060,17
2529,Car,3,83,29.013,16
2530,Car,2,84,28.708,18
2531,Car,4,81,29.486,18
2532,Car,4,81,29.521,18
2533,Car,4,82,29.360,17
2534,Car,2,83,28.972,17
2535,Car,4,82,29.228,15
2536,Car,4,82,29.217,15
2537,Car,4,82,29.147,14
2538,Car,4,83,29.051,13
2539,Car,2,83,29.049,16
2540,Car,2,83,29.025,15
2541,Car,3,83,29.012,16
2542,Car,3,82,29.162,15
2543,Car,3,82,29.216,14
2544,Car,2,83,28.956,14
2545,Car,4,82,29.131,12
2546,Car,4,82,29.139,11
2547,Car,4,82,29.163,10
2548,Car,4,83,29.051,10
2549,Car,3,82,29.152,13
2550,Car,4,83,29.031,9
2551,Car,2,84,28.695,14
2552,Car,4,83,28.971,8
2553,Car,3,83,29.042,12
2554,Car,2,72,33.448,13
2555,Car,2,72,33.437,13
2556,Car,2,72,33.426,11
2557,Car,2,72,33.423,11
2558,Car,2,72,33.473,9
2559,Car,4,71,33.604,12
2560,Car,2,72,33.445,8
2561,Car,2,72,33.420,8
2562,Car,3,71,33.748,13
2563,Car,2,72,33.412,7
2564,Car,4,72,33.464,11
2565,Car,3,72,33.482,12
2566,Car,3,72,33.408,11
2567,Car,4,72,33.477,11
2568,Car,4,72,33.392,11
2569,Car,4,72,33.363,9
2570,Car,4,72,33.297,8
2571,Car,2,72,33.402,7
2572,Car,2,72,33.347,6
2573,Car,2,72,33.363,5
2574,Car,4,72,33.217,8
2575,Car,2,73,32.980,4
2576,Car,2,73,33.030,3
2577,Car,3,72,33.439,10
2578,Car,4,73,33.023,7
2579,Car,2,73,32.927,3
2580,Car,2,73,33.010,1
2581,Car,4,73,32.938,6
2582,Car,2,73,33.038,0
2583,Car,2,74,32.478,0
2584,Car,3,72,33.491,9
2585,Plus Bus,1,74,32.408,8
2586,Car,2,73,32.911,0
2587,Car,4,73,33.024,5
2588,Car,3,72,33.391,9
2589,Car,3,72,33.326,8
2590,Car,3,72,33.261,7
2591,Car,2,74,32.576,0
2592,Plus Bus,1,73,32.819,8
2593,Car,4,73,33.021,5
2594,Car,3,72,33.223,7
2595,Car,3,73,32.992,6
2596,Car,4,72,33.152,4
2597,Car,2,73,32.961,0
2598,Car,4,54,44.294,0
2599,Car,2,64,37.579,0
2600,Car,4,54,44.629,0
2601,Car,2,96,25.078,30
2602,Car,4,53,45.230,0
2603,Car,4,53,45.288,0
2604,Car,4,53,45.305,0
2605,Car,4,61,39.490,4
2606,Car,4,61,39.377,3
2607,Car,2,96,25.085,29
2608,Car,2,96,25.059,29
2609,Car,2,96,25.103,28
2610,Car,4,61,39.242,2
2611,Car,3,53,45.317,0
2612,Car,3,53,45.059,0
2613,Car,2,66,36.404,4
2614,Car,3,53,45.496,0
2615,Car,2,66,36.522,4
2616,Car,2,66,36.414,3
2617,Car,2,67,35.973,2
2618,Car,3,53,45.486,0
2619,Car,2,67,35.923,0
